,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
55,AuDroid: Preventing Attacks on Audio Channels in Mobile Devices,"Petracca, Giuseppe, Sun, Yuqiong, Jaeger, Trent, Atamli, Ahmad",https://dl.acm.org/doi/pdf/10.1145/2818000.2818005,https://github.com/audroid,ACSAC,2015.0,0.0,-1.0,"0,1",2.0,,,,-1.0,-1.0,,1.0,,,Has github account/website but no repo,,,,,
56,ArchiveSafe LT: Secure Long-term Archiving System,"Moe Sabry, Reza Samavi",https://dl.acm.org/doi/pdf/10.1145/3564625.3564635,https://github.com/samavi/pubs/tree/main/ArchiveSafeLT,ACSAC,2022.0,0.0,1.0,1,2.0,2023-09-26 00:00:00,Python,"Intel Xeon CPU, 1 TB solid-state drive with 512-byte logical sectors and 512-byte physical sectors, Tamarin",5.0,-1.0,"Intel Xeon CPU, 1 TB solid-state drive with 512-byte logical sectors and 512-byte physical sectors, Tamarin",1.0,Natural Sciences and Engineering Research Council of Canada (NSERC),0,needs hardware and extra space,,,,,
57,Stopping Silent Sneaks: Defending against Malicious Mixes with Topological Engineering,"Xinshu Ma, Florentin Rochet, Tariq Elahi",https://dl.acm.org/doi/pdf/10.1145/3564625.3567996,https://github.com/sus0pid/BowTie-Artifacts,ACSAC,2022.0,0.0,1.0,0,2.0,2022-09-14 00:00:00,"Rust, Python",,2.0,-1.0,,1.0,,0,dependancy/package issues,,,,,
58,argXtract: Deriving IoT Security Configurations via Automated Static Analysis of Stripped ARM Cortex-M Binaries,"Sivakumaran, Pallavi and Blasco, Jorge",https://dl.acm.org/doi/pdf/10.1145/3485832.3488007,https://github.com/projectbtle/argXtract,ACSAC,2021.0,0.0,1.0,0,2.0,2022-01-17 00:00:00,Python,bluetooth,5.0,-1.0,bluetooth,1.0,"Engineering and Physical Sciences Research Council (EPSRC), UK government",0,,,,,,
59,IntFlow: improving the accuracy of arithmetic error detection using information flow tracking,"Pomonis, Marios and Petsios, Theofilos and Jee, Kangkook and Polychronakis, Michalis and Keromytis, Angelos D.",https://dl.acm.org/doi/pdf/10.1145/2664243.2664282,https://github.com/nettrino/IntFlow,ACSAC,2014.0,0.0,1.0,1,2.0,2015-04-04 00:00:00,C/C++,,2.0,-1.0,,1.0,"DARPA, US Air Force, Intel",-1,archived github/read-only,,,,,
60,Cross-Site Framing Attacks,"Gelernter, Nethanel, Grinstein, Yoel, Herzberg, Amir",https://dl.acm.org/doi/pdf/10.1145/2818000.2818029,https://sites.google.com/site/framingattacks/,ACSAC,2015.0,0.0,-1.0,1,-1.0,,,,-1.0,-1.0,,1.0,"Ministry of Science and Technology-Israel, Israeli Science Foundation",-1,broken link,,,,,
61,Morpheus: automatically generating heuristics to detect Android emulators,"Jing, Yiming; Zhao, Ziming; Ahn, Gail-Joon; Hu, Hongxin",https://dl.acm.org/doi/pdf/10.1145/2664243.2664250,http://goo.gl/FXspKw,ACSAC,2014.0,0.0,-1.0,1,0.0,,,,-1.0,-1.0,,1.0,"National Science Foundation, National Research Foundation",-1,broken link,,,,,
62,Towards Inferring Mechanical Lock Combinations using Wrist-Wearables as a Side-Channel,"Anindya Maiti, Ryan Heard, Mohd Sabra, Murtuza Jadliwala",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212498,"https://wisecdata.ccs.neu.edu/vms/2018/WiSec2018-Maiti_Heard_Sabra_Jadliwala.vhd, https://wisecdata.ccs.neu.edu/vms/2018/WiSec2018-Khodaei_Papadimitratos-README.txt",ACSAC,2018.0,,,,,,,,,,,,,4,,,,,,
0,A Comprehensive Formal Analysis of 5G Handover,"Aleksi Peltonen, Ralf Sasse, David Basin",https://dl.acm.org/doi/pdf/10.1145/3448300.3467823,https://github.com/tamarin-prover/tamarin-prover/tree/develop/examples/wisec21-5G-handover,WiSec,2021.0,0.0,1.0,1,2.0,2023-08-09 00:00:00,Tamarin,,2.0,-1.0,,1.0,Academy of Finland,-1,I ran into trouble trying to install Tamarin through various means and timed out,,,,,
1,LNGate: Powering IoT with Next Generation Lightning Micro-payments using Threshold Cryptography,"Ahmet Kurt, Suat Mercan, Omer Shlomovits, Enes Erdin, Kemal Akkaya",https://dl.acm.org/doi/pdf/10.1145/3448300.3467833,https://github.com/ZenGo-X/lightning,WiSec,2021.0,1.0,2.0,1,2.0,2021-03-26 00:00:00,C,,2.0,-1.0,,0.0,Cisco Foundation,-1,Dependency package is not available (404),,,,,
2,A Hybrid Approach to Secure Function Evaluation using SGX,"Joseph I. Choi,Dave (Jing) Tian,Grant Hernandez,Christopher Patton,Benjamin Mood,Thomas Shrimpton,Kevin R. B. Butler,Patrick Traynor",https://dl.acm.org/doi/pdf/10.1145/3321705.3329835,https://github.com/FICS/smcsgx,AsiaCCS,2019.0,0.0,1.0,1,2.0,2019-05-08 00:00:00,C++,,2.0,-1.0,,1.0,National Science Foundation,-1,Cannot successfully run 'make',,,,,
3,Model Extraction Attacks on Graph Neural Networks: Taxonomy and Realisation,Wu Bang and Yang Xiangwen and Pan Shirui and Yuan Xingliang,dl.acm.org/doi/pdf/10.1145/3488932.3497753,https://github.com/TrustworthyGNN/MEA-GNN,AsiaCCS,2022.0,0.0,1.0,1,2.0,2022-02-15 00:00:00,Python,,2.0,-1.0,,1.0,Australian Research Council,-1,Dependency code will not install,,,,,
4,Symbolic Synthesis of Indifferentiability Attacks,Rakotonirina Itsaka and Ambrona Miguel and Aguirre Alejandro and Barthe Gilles,dl.acm.org/doi/pdf/10.1145/3488932.3497759,https://github.com/miguel-ambrona/autodiff,AsiaCCS,2022.0,1.0,1.0,1,2.0,2021-11-04 00:00:00,OCaml,,2.0,-1.0,,1.0,,-1,Make file refuses to work,,,,,
5,PSImple: Practical Multiparty Maliciously-Secure Private Set Intersection,Ben-Efraim Aner and Nissenbaum Olga and Omri Eran and Paskin-Cherniavsky Anat,dl.acm.org/doi/pdf/10.1145/3488932.3523254,https://github.com/ArielCyber/Malicious-MPSI,AsiaCCS,2022.0,0.0,1.0,1,2.0,2021-02-22 00:00:00,C++,,2.0,-1.0,,1.0,,-1,Dependency code is not available (404),,,,,
6,Port Contention Goes Portable: Port Contention Side Channels in Web Browsers,Rokicki Thomas,dl.acm.org/doi/pdf/10.1145/3488932.3517411,https://github.com/MIAOUS-group/web-port-contention,AsiaCCS,2022.0,0.0,2.0,1,2.0,2022-02-23 00:00:00,JavaScript,,2.0,-1.0,,1.0,"Intel, French National Research Agency",-1,Make script does not work,,,,,
7,Ember-IO: Effective Firmware Fuzzing with Model-Free Memory Mapped IO,"Guy Farrelly,Michael Chesser,Damith C. Ranasinghe",https://dl.acm.org/doi/pdf/10.1145/3579856.3582840,https://github.com/Ember-IO/Ember-IO-Fuzzing,AsiaCCS,2023.0,0.0,2.0,1,2.0,2023-06-22 00:00:00,C,,2.0,-1.0,,1.0,Research Training Program Scholarship,-1,"This repo looks good, but one of the build scripts failed and the reproducible scripts complain about an environment variable issue that I can't resolve",,,,,
8,Link Membership Inference Attacks against Unsupervised Graph Representation Learning,"Wang, Xiuling and Wang, Wendy Hui",https://dl.acm.org/doi/pdf/10.1145/3627106.3627115,https://gitfront.io/r/user-8658281/Mpx6p294FzeZ/LMIA/,ACSAC,2023.0,0.0,1.0,1,2.0,,Python,Insufficient instructions,4.0,-1.0,,0.0,National Science Foundation,-1,I ran out of time trying to satisfy conditions for four separate models without any installation instructions from the authors,,,,,
9,Detection of Anomalies in Electric Vehicle Charging Sessions,"Kern, Dustin and Krau\ss{",https://dl.acm.org/doi/pdf/10.1145/3627106.3627127,https://code.fbi.h-da.de/seacop/ev-charging-ids-data-sets/,ACSAC,2023.0,0.0,2.0,1,2.0,2023-10-06 00:00:00,Python,,0.0,1.0,,0.0,"German Federal Ministry of Education, Hessian Ministry for Higher Education, Research and the Arts, National Research Center for Applied Cybersecurity ATHENE, Deutsche Forschungsgemeinschaft","0,2",,,,,,
10,"LaserShark: Establishing Fast, Bidirectional Communication&nbsp;into&nbsp;Air-Gapped Systems","Niclas Kuhnapfel,Stefan Preußler,Maximilian Noppel,Thomas Schneider,Konrad Rieck,Christian Wressnegger",https://dl.acm.org/doi/pdf/10.1145/3485832.3485911,https://github.com/intellisec/lasershark,ACSAC,2021.0,0.0,1.0,1,2.0,2020-01-19 00:00:00,Python,"Laser Pointer, Raspberry Pi, Arduino",0.0,-1.0,"Laser Pointer, Raspberry Pi, Arduino",1.0,"Helmholtz Association, Deutsche Forschungsgemeinschaft,  German Federal Ministry of Education and Research",1,Can build and plot but cannot fully test without extra hardware,,,,,
11,DPIFuzz: A Differential Fuzzing Framework to Detect DPI Elusion Strategies for QUIC,"Reen, Gaganjeet Singh and Rossow, Christian",https://dl.acm.org/doi/pdf/10.1145/3427228.3427662,https://github.com/piano-man/DPIFuzz,ACSAC,2020.0,0.0,2.0,1,2.0,2020-10-11 00:00:00,Go,,-1.0,-1.0,,0.0,,1,"I couldn't get the build instructions to work due to 'go' issues, and their Docker container fails to run",,,,,
12,Detecting organized eCommerce fraud using scalable categorical clustering,"Samuel Marchal, Sebastian Szyller",https://dl.acm.org/doi/pdf/10.1145/3359789.3359810,https://github.com/SSGAalto/recagglo,ACSAC,2019.0,0.0,2.0,1,2.0,2020-08-26 00:00:00,Python,,2.0,-1.0,,0.0,"Zalando Payments GmbH, Academy of Finland",0,Python program has runtime error,,,,,
13,VTPin: practical VTable hijacking protection for binaries,"Pawel Sarbinowski, Vasileios P. Kemerlis, Cristiano Giuffrida, Elias Athanasopoulos",https://dl.acm.org/doi/pdf/10.1145/2991079.2991121,https://github.com/uberspot/VTPin,ACSAC,2016.0,0.0,1.0,"1,3",2.0,2017-02-28 00:00:00,C++,,1.0,0.0,,1.0,European Commission,-1,Some results came back as infinite percent overhead,,,,,
14,Toward a Secure Crowdsourced Location Tracking System,"Chinmay Garg, Aravind Machiry, Andrea Continella, Christopher Kruegel, Giovanni Vigna",https://dl.acm.org/doi/pdf/10.1145/3448300.3467821,https://github.com/ucsb-seclab/SECrow,WiSec,2021.0,0.0,2.0,1,2.0,2021-05-26 00:00:00,Python,Raspberry Pi,4.0,-1.0,Raspberry Pi,1.0,"Department of Homeland Security, Office of Naval Research",-1,Cannot check compilation or correctness without Raspberry Pi,,,,,
15,MagicPairing: Apple’s Take on Securing Bluetooth Peripherals,"Dennis Heinze, Jiska Classen, Felix Rohrbach",https://dl.acm.org/doi/pdf/10.1145/3395351.3399343,https://github.com/seemoo-lab/internalblue/tree/master/examples/magicpairing,WiSec,2020.0,0.0,1.0,1,2.0,2020-10-23 00:00:00,Python,iOS Device,0.0,-1.0,iOS Device,0.0,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE","0,2",Cannot verify correctness without iOS device,,,,,
16,Physical-Layer Fingerprinting of LoRa devices using Supervised and Zero-Shot Learning,"Pieter Robyns, Eduard Marin, Wim Lamotte, Peter Quax, Dave Singelee, Bart Preneel",https://dl.acm.org/doi/pdf/10.1145/3098243.3098267,"https://github.com/rpp0/gr-lora, https://github.com/rpp0/lora-phy-fingerprinting",WiSec,2017.0,0.0,2.0,"1,3",2.0,2021-12-10 00:00:00,C++,SDR,0.0,1.0,,1.0,"Research Foundation Flanders, Research Council KU Leuven, imec Distributed Trust program, ICON project Diskman",4,Used test data to verify correctness,,,,,
17,Happy MitM - Fun and Toys in Every Bluetooth Device,"Jiska Classen, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3448300.3467822,"https://github.com/seemoo-lab/internalblue/blob/master/doc/keychange.md, https://drive.google.com/drive/folders/1CYG-Mj_K_aIib3ZhjwrmQWamaZn9zWx-",WiSec,2021.0,0.0,1.0,4,2.0,2021-06-22 00:00:00,JavaScript,"iOS Device, Android Device",2.0,-1.0,"iOS Device, Android Device",1.0,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE",2,Needs test devices to fully verify code,,,,,
18,RIP StrandHogg: A Practical StrandHogg Attack Detection Method on Android,"Jasper Stang, Alexandra Dmitrienko, Sascha Roth",https://dl.acm.org/doi/pdf/10.1145/3448300.3468288,https://github.com/ActivityCounter/StrandHoggAttacks,WiSec,2021.0,1.0,1.0,4,2.0,2022-06-14 00:00:00,Java,Android Studio,5.0,-1.0,,1.0,,-1,,,,,,
19,Recurring Verification of Interaction Authenticity Within Bluetooth Networks,"Travis Peters, Timothy J. Pierson, Sougata Sen, José Camacho, David Kotz",https://dl.acm.org/doi/pdf/10.1145/3448300.3468287,"https://github.com/traviswpeters/bluepy, https://github.com/traviswpeters/btsnoop",WiSec,2021.0,0.0,2.0,0,2.0,2019-07-10 00:00:00,C,Bluetooth Device,0.0,-1.0,Bluetooth Device,1.0,National Science Foundation,2,Needs Bluetooth device to verify,,,,,
20,Let Numbers Tell the Tale: Measuring Security Trends in Wi-Fi Networks and Best Practices,"Domien Schepers, Aanjhan Ranganathan, Mathy Vanhoef",https://dl.acm.org/doi/pdf/10.1145/3448300.3468286,https://github.com/domienschepers/wifi-surveying,WiSec,2021.0,0.0,2.0,1,2.0,2023-10-10 00:00:00,Shell,,0.0,1.0,,1.0,"National Science Foundation, Center for Cyber Security at New York University Abu Dhabi ",-1,,,,,,
21,FADIA: FAirness-Driven collaboratIve remote Attestation,"Mohamad Mansouri, Wafa Ben Jaballah, Melek Önen, Md Masoom Rabbani, Mauro Conti",https://dl.acm.org/doi/pdf/10.1145/3448300.3468284,https://github.com/MohamadMansouri/FADIA,WiSec,2021.0,1.0,0.0,1,2.0,2022-07-01 00:00:00,C++,UI Element,5.0,-1.0,,1.0,,-1,Requires a program that uses an IDE,,,,,
22,Z-Fuzzer: Device-agnostic Fuzzing of Zigbee Protocol Implementation,"Mengfei Ren, Xiaolei Ren, Huadong Feng, Jiang Ming, Yu Lei",https://dl.acm.org/doi/pdf/10.1145/3448300.3468296,https://github.com/zigbeeprotocol/Z-Fuzzer,WiSec,2021.0,0.0,2.0,"1,3",2.0,2023-10-16 00:00:00,Python,Windows 10,5.0,-1.0,,1.0,"National Science Foundation, National Institute of Standards and Technology",-1,Requires a Windows 10 environment,,,,,
23,ChirpOTLE: A Framework for Practical LoRaWAN Security Evaluation,"Frank Hessel, Lars Almon, Flor Álvarez",https://dl.acm.org/doi/pdf/10.1145/3395351.3399423,https://github.com/seemoo-lab/chirpotle,WiSec,2020.0,0.0,2.0,1,2.0,2024-02-11 00:00:00,Python,LoRaWAN Device,0.0,-1.0,LoRaWAN Device,1.0,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE",2,Requires LoRaWAN Device like a Raspberry Pi with a module,,,,,
24,Replay Attacks and Defenses Against Cross-shard Consensus in Sharded Distributed Ledgers,"Alberto Sonnino, Shehar Bano, Mustafa Al-Bassam, George Danezis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230373,https://github.com/sheharbano/byzcuit,EuroS&P,2020.0,0.0,1.0,1,2.0,2020-04-06 00:00:00,Python,,-1.0,-1.0,,1.0,"EPSRC, EU H2020 DECODE project, chainspace.io",-1,Didn't build as instructions were lacking,,,,,
25,"PESTO: Proactively Secure Distributed Single Sign-On, or How to Trust a Hacked Server","Carsten Baum, Tore Frederiksen, Julia Hesse, Anja Lehmann, Avishay Yanai",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230400,https://bitbucket.alexandra.dk/projects/OL/repos/pesto,EuroS&P,2020.0,1.0,1.0,1,2.0,2020-03-06 00:00:00,Java,,-1.0,-1.0,,1.0,"EU Horizon 2020 research and innovation programme, BIU Center for Research in Applied Cryptography and Cyber Security, Israel National Cyber Bureau in the Prime Minister’s Office",-1,I couldn't get the project to build successfully with Maven,,,,,
26,Extensive Security Verification of LoRaWAN Key Establishment: Insecurities & Patches,"Stephan Wesemeyer, Ioana Boureanu, Zach Smith, Helen Treharne",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230413,https://github.com/lorawan-tamarin-analysis/lorawan-tamarin-analysis,EuroS&P,2020.0,0.0,2.0,1,2.0,2019-11-21 00:00:00,Python,,0.0,1.0,,1.0,,-1,,,,,,
27,CHORUS: a Programming Framework for Building Scalable Differential Privacy Mechanisms,"Noah Johnson, Joseph P. Near, Joseph M. Hellerstein, Dawn Song",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230409,https://github.com/uvm-plaid/chorus,EuroS&P,2020.0,0.0,1.0,1,2.0,2022-08-01 00:00:00,Scala,,0.0,1.0,,1.0,"Center for Long-Term Cybersecurity, DARPA & SPAWAR",-1,,,,,,
28,ReFuzz - Structure Aware Fuzzing of the Resilient File System (ReFS),Grob Tobias and Schleier Tobias and Muller Tilo,dl.acm.org/doi/pdf/10.1145/3488932.3523260,https://www.cs1.tf.fau.de/research/system-security-group/refuzz/,AsiaCCS,2022.0,0.0,2.0,1,0.0,,Python,,-1.0,-1.0,,1.0,German Federal Ministry of Education and Research,-1,Timed out on this one. Ended on an undeclared path error while running their compile.sh script,,,,,
29,"I came, I saw, I hacked: Automated Generation of Process-independent Attacks for Industrial Control Systems",Esha Sarkar and Hadjer Benkraouda and Michail Maniatakos,https://dl.acm.org/doi/pdf/10.1145/3320269.3384730,https://github.com/momalab/ICS_research_resources,AsiaCCS,2020.0,0.0,1.0,1,2.0,2020-03-08 00:00:00,Python,,1.0,-1.0,,1.0,"U.S. Office of Naval Research, NYU Abu Dhabi Global PhD Fellowship program, NYU Abu Dhabi Center for Cyber Security",-1,Python program compiles after I figured out dependencies but cannot find the necessary files to work completely,,,,,
30,Hunting Sybils in Participatory Mobile Consensus-Based Networks,Nickolai Verchok and Alex Orailoglu.,https://dl.acm.org/doi/pdf/10.1145/3320269.3372200,https://github.com/nverchok/HuntingSybils,AsiaCCS,2020.0,0.0,0.0,1,2.0,2020-04-18 00:00:00,Python,,-1.0,-1.0,,1.0,National Science Foundation,-1,"Python dependencies are not listed and outdated. I tried reversing the dependencies myself and following the download instructions from the main dependency's GitHub, but neither worked",,,,,
31,Hidden in Plain Sight: Obfuscated Strings Threatening Your Privacy,Leonid Glanz and Muller Patrik and Lars Buamgartner and Micheal Rief and Svem Amann and Pauline  Anthonysamy and Mera Mezini,https://dl.acm.org/doi/pdf/10.1145/3320269.3384745,https://github.com/stg-tud/StringHound,AsiaCCS,2020.0,1.0,1.0,0,2.0,2021-10-25 00:00:00,Java,,1.0,-1.0,,0.0,"Hessian LOEWE initiative within the Software-Factory 4.0 project, DFG,  German Federal Ministry of Education and Research (BMBF),  Hessen State Ministry for Higher Education, Research and the Arts (HMWK)",-1,"Zero instructions for running this program, but I figured out a way to get it running. I couldn't find a way to fully evaluate it other than just getting to run though",,,,,
32,"KASLR: Break It, Fix It, Repeat",Claudio Canella and  Micheal Schwarz and Martin Haubenwallner and Martin Schwarzl and Daniel Gruss,https://dl.acm.org/doi/pdf/10.1145/3320269.3384747,https://github.com/IAIK/FLARE,AsiaCCS,2020.0,0.0,2.0,"3,4",2.0,2021-06-30 00:00:00,C,,1.0,-1.0,,0.0,"European Research Council (ERC), Austrian Research Promotion Agency (FFG),  Intel, ARM, Cloudflare",-1,,,,,,
33,ERASER: Your Data Won’t Be Back,"Kaan Onarlioglu,William Robertson,Engin Kirda",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406597,https://www.onarlioglu.com/eraser/,EuroS&P,2018.0,1.0,1.0,0,1.0,2018-02-11 00:00:00,C,,,,,1.0,"National Science Foundation, Secure Business Austria",-1,,,,,,
34,Secure Queries on an Encrypted Multi-Writer Table,"Angelo Massimo Perillo, Giuseppe Persiano, Alberto Trombetta",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961976,https://github.com/secureselect/SecSel,EuroS&P,2017.0,0.0,1.0,0,2.0,2021-04-19 00:00:00,C++,,4.0,-1.0,,1.0,,-1,"Timed out trying to get this to compile. Ended with make file issues, I think with 32-bit vs 64-bit",,,,,
35,Efficient and Flexible Discovery of PHP Application Vulnerabilities,"Michael Backes, Konrad Rieck, Malte Skoruppa, Ben Stock, Fabian Yamaguchi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961989,https://github.com/octopus-platform/joern,EuroS&P,2017.0,0.0,2.0,0,2.0,2024-05-14 00:00:00,Scala,,0.0,1.0,,1.0,German Ministry for Education and Research,-1,,,,,,
36,Short: A Measurement Study of Tracking in Paid Mobile Applications,"Suranga Seneviratne, Harini Kolamunna, Aruna Seneviratne",https://dl.acm.org/doi/pdf/10.1145/2766498.2766523,"http://ibotpeaches.github.io/Apktool/, https://github.com/iBotPeaches/Apktool/tree/master/.github/assets/sponsors",WiSec,2015.0,0.0,,,,,,,,,,,,,,,,,,
37,NativeGuard: Protecting Android Applications from Third-Party Native Libraries,"Mengtao Sun, Gang Tan",https://dl.acm.org/doi/pdf/10.1145/2627393.2627396,https://github.com/aimardcr/AndroidNativeGuard,WiSec,2014.0,0.0,1.0,0,2.0,2024-04-15 00:00:00,C++,Android Studio,5.0,-1.0,,0.0,"National Science Foundation, Google",-1,"No instructions whatsoever, and I think this requires Android Studio anyway",,,,,
